слиплось,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
1.0 на 0.50,6.797470006247187,8.962694206016671,6.504998770361607,0.11776380747942465,0.7980834619610677,1.494446719683963,0.5897653419495842,0.09538655179079243
1.0 на 0.50,7.523604234620823,8.678643664008089,7.121825529854656,0.11306867780572832,0.7935146956612134,1.579208265587216,0.5806092143980085,0.09417700602941191
1.0 на 0.50,7.1976936482863545,9.985298672115063,6.795398704420819,0.11067412902399806,0.8349624657047733,1.554655342364668,0.5858774206639794,0.09773927097526597
1.0 на 0.50,6.7786559728716655,9.943091793522791,6.7032189469639025,0.09876131586677642,0.8203636566801635,1.5976712880522739,0.5858363429156773,0.08696460504305889
1.0 на 0.50,7.137444829052019,8.833738604464976,6.506981411113115,0.10947049329222143,0.806151721069286,1.5316862398448539,0.5948198945313794,0.09027039173905103
1.0 на 0.50,5.898750319290851,8.002852256809872,5.667428042049197,0.10155814658362498,0.8184995333574773,1.5286572052103313,0.5785470613150898,0.09439273755296286
1.0 на 0.50,7.609495635136107,8.230585011286207,6.6973106194545995,0.09868210024652567,0.8268492445202374,1.5491561233901192,0.5933339200676604,0.09467928657944664
1.0 на 0.50,7.939505399749611,8.826941856485158,6.81248065657793,0.10821655432803942,0.7947395125678249,1.5589919468408469,0.5859968400203035,0.0713269293304912
1.0 на 0.50,6.604367925955425,10.357659139120768,6.153399659435119,0.08964076431388128,0.8414642887126847,1.4672781863227864,0.584443516273545,0.09645279263159545
1.0 на 0.50,6.494379122904598,9.395206125038653,6.361131798381322,0.11212417659855549,0.8192559877979951,1.539379542641561,0.5677471142436575,0.0943027683445083
1.0 на 0.50,7.7773401931269115,9.632893919809216,7.044464048854581,0.09386531310867821,0.8045156144972097,1.5317146956991663,0.6073316819091223,0.08705750559983888
1.0 на 0.50,7.239969775293831,11.502463513739901,6.743927980920377,0.10793069883718653,0.829887242191299,1.5560776368782274,0.5765339363786721,0.09149561839660994
