подтянуто,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
0.3,9.754785632820086,7.715259013093836,8.030629916225777,0.06138280825207714,0.7553647873427858,1.4963301021601274,0.666689112066782,0.07472459804798016
0.3,10.735638114367624,6.524592360081227,8.336935299639169,0.053043131020989315,0.7003459671170983,1.4652106118306047,0.6719076790749094,0.0770303870496086
0.3,11.482952808939947,7.8205670912218626,8.713098295943158,0.061482234033111274,0.7631497569931683,1.5043985656531296,0.664674735982957,0.07390703907652862
0.3,9.235627864174562,7.618318185407834,8.005931670543461,0.06277529981850438,0.7017712649755469,1.4842072329586244,0.6600538982928428,0.07575745987609595
0.3,8.763347721262285,8.75429447968211,7.286297925712034,0.0632728341831035,0.7715902633073792,1.488946642964955,0.6457046275673545,0.07438226465131174
0.3,9.224405646753517,7.265430112982118,7.959616480928948,0.09065769883001241,0.7292815924936146,1.4421848570547668,0.6520813859807785,0.08761023627966913
0.3,11.192443650196926,9.034434295000468,8.557470974997958,0.05247676195302124,0.7444254551632515,1.4622209296567663,0.6809671346654759,0.07848470794641141
0.4,10.024013421530128,8.504315323858266,7.443376048461158,0.06725544945296169,0.7596566625135215,1.507428102823138,0.6630855644186874,0.09216232989743144
0.4,10.006279963426794,7.626613329427137,7.918980733364092,0.07826801473582237,0.7611120301720833,1.567258413950869,0.671798600638955,0.09452679332343063
0.4,8.665140500258461,7.815220497336349,7.520654665568296,0.07517011932843115,0.7451863811130163,1.5133808846706995,0.6583282672458016,0.08262891648455967
0.4,9.995421508780861,7.190120401387337,7.622448930363274,0.06490540826217348,0.7545265952456975,1.498834947320288,0.6626844684168578,0.08720958070654256
0.4,8.400359781022834,8.26548672400435,6.790139178164462,0.06758432701723843,0.7771586177666534,1.5045458282577855,0.6402184939186194,0.08726400860028011
0.4,10.447269808587787,7.932749180291805,7.827226447040954,0.05701064270249834,0.7611414830082386,1.4728530124060701,0.6696259538435858,0.0690968246157015
0.4,10.711179212779147,7.63283355199051,8.241905769175002,0.08023636041372241,0.7257543755258856,1.4991319823837224,0.6696374496084406,0.08233185767984334
0.4,10.777493679321509,8.248154246161295,7.9536667970122155,0.08199169987641071,0.7593852194706652,1.5665812818781824,0.6584871037518977,0.09210447940837235
0.4,10.230662274459922,8.631416440800816,7.741008868138714,0.06582647943967733,0.781619166557487,1.547983935556756,0.6601833690844696,0.0889992480262834
0.4,9.991171119317098,7.850731983213806,7.9964120500001545,0.06722742106617828,0.7645328589903246,1.4747793594208018,0.6518867261640071,0.08581280202865779
0.4,10.35202890882399,8.22195254409998,8.053797154752209,0.06743670689960528,0.7737258748530347,1.4874048979527894,0.6673168815229834,0.07846269497972948
0.4,10.536703352856682,7.487013650910828,8.021824967985511,0.04885414589568818,0.735167666760749,1.4612232418167606,0.6679296416546662,0.08346657493280366
0.6,8.09840928239769,7.6499530747633235,6.328712195023347,0.09160163746153431,0.7734711082168885,1.6054626793326465,0.6248863241837792,0.10708172260800511
0.6,8.189723029941007,9.578976121090124,6.632050887062765,0.07909494772308986,0.81420206838468,1.5725829143590364,0.6366849235269302,0.085803174063068
0.6,9.822323085689138,9.787142390492727,7.611783446685401,0.08179965131108999,0.7935540009258629,1.5721070116379166,0.6416498277916952,0.1009498562709179
0.6,8.501811825006634,7.942335080219907,6.923996405320729,0.06674532553210992,0.7898614024967499,1.4911589687051552,0.6350119218035241,0.08504027803278506
0.6,8.623329519256215,7.855193069374435,7.311722434718034,0.07841918896334985,0.7709667162965096,1.5188182686556482,0.6456992680542267,0.08725639327850127
0.6,8.849486314003045,8.382896576504484,7.279521812758928,0.0744866472296921,0.776252605958424,1.5184709453102936,0.6408890264346455,0.08567080430741474
0.6,8.894863418353646,8.685162614422282,7.018931823255793,0.06738174658947488,0.7850178658529596,1.5332922127425612,0.6492874411182304,0.08381766531628476
0.6,8.328400191185628,8.932591698609503,6.901168848580303,0.07511253467077346,0.7788102438198191,1.5374770854204063,0.6393306608142271,0.08653257557507586
0.6,7.949544193158685,8.613990733509892,6.490211166544332,0.08753834114263061,0.8149298534207752,1.6109368401898432,0.6231331552454449,0.10322919245811725
0.6,8.509532707080659,8.157230716386985,6.787413739591391,0.09001105050751505,0.7691131047114171,1.592872478792761,0.6332225010251106,0.09405063872272801
0.6,8.821991423392271,9.836684481132831,7.009234270779261,0.061789232589108525,0.8012500820992264,1.5024273278571543,0.6265795796432896,0.08261621622802684
0.6,8.421783421180521,7.916098816007563,7.415477159387502,0.06684297101390813,0.7798312563382047,1.512384462398561,0.6431191665602974,0.0872286591509656
0.8,7.067294651606756,10.360133483411284,7.00985979174092,0.0769656645444779,0.7965399458293032,1.4587626554328852,0.5983887436329837,0.07917356454935175
0.8,7.3884891014642955,7.7344017751633505,6.8332619413501146,0.07764759616864532,0.7625503024518406,1.4929812698703226,0.6273552034171581,0.08422633451539596
0.8,7.348150098942906,10.38833100598384,6.966298591174199,0.09864517342395078,0.8193741980103545,1.601558467656933,0.6168166725469454,0.09853232110059477
0.8,7.951454028722676,9.588219926677267,6.849060031492302,0.09194116600089708,0.8078969562067142,1.5550078898827049,0.6137462849260817,0.08979288571247371
0.8,6.977133085767219,8.92502376821578,7.063049040655995,0.1125126561141097,0.7941771065717057,1.5402792545102335,0.6048728476542179,0.08494899321290433
0.8,7.116636885580432,9.28759057742495,6.351649414362881,0.09410335163399326,0.8315051377391437,1.5763726443177966,0.6158663393752157,0.08943776019496527
0.8,7.508076112807966,9.107697145302483,6.698328227855619,0.09429150770863735,0.8163360049301841,1.505319529902425,0.6141110075997792,0.09276020629480233
0.8,7.183489416846955,13.545296030487217,6.385080910388145,0.10342839242285214,0.8352224935401125,1.6832245021026166,0.6051445129109579,0.09641580297598723
0.8,7.29088564389652,9.527647643936403,6.194729763984789,0.08763007958639597,0.821730564237169,1.5535523564776998,0.6116071349185233,0.08805055739395751
0.8,7.713709584447392,10.331595744944883,6.98754151660072,0.09806397691110914,0.8129865780740859,1.482611818665956,0.6177377289914632,0.09622235279725423
0.8,6.89311313198423,8.956680324116316,6.363391330820774,0.08799525929061573,0.8248786032851069,1.479544613202298,0.6014450736715546,0.08413776533849583
0.8,7.183791170425105,10.044597322398673,6.808130785674299,0.1173753068084567,0.8132897493528672,1.5924473132855654,0.5868339743426744,0.09124542263201088
1.0,5.926336640568521,9.817663483618498,6.4104971539637505,0.10645073524874438,0.7901088099600165,1.5200107469507904,0.5594968919919622,0.07622577070741736
1.0,6.177583399716969,9.588040561704267,6.596975373069094,0.12173123004326468,0.8311866400900697,1.6161028240396147,0.5861559310014289,0.08574776023290809
1.0,5.71883900988148,8.993954205791676,6.246877456740316,0.11233602578760836,0.8168502412165654,1.5978709035614669,0.5691618805976921,0.0803275485484161
1.0,6.36740022549153,10.164451663573404,6.846988445667593,0.07996367289406377,0.8234973119197285,1.4305125426970524,0.573340030201034,0.07016736678407998
1.0,6.017164819509057,9.16017187441554,6.173850226946832,0.12445103933603724,0.8018964227045376,1.5557925515794886,0.5780145192215439,0.08243781036907938
1.0,6.0235632101450145,9.70702181987052,6.3772056347021575,0.11596645488176491,0.8163896526581825,1.585048244445221,0.5649038925688465,0.08580936065636134
1.0,5.91174088990207,9.613619727348922,6.254720928538969,0.09685160659661524,0.8134285081940776,1.5352977881709946,0.5771580052624962,0.08048914426227369
1.0,6.02307465089613,10.08033251036872,6.5190327521790605,0.10795244474599279,0.8322693082093802,1.5004086170438717,0.5720987248146607,0.08407297371554165
1.0,6.06461437752095,9.837297036123038,6.440987786740926,0.11383101856997363,0.8238974264457936,1.6097106389522307,0.5773363417605968,0.0828377640188485
1.0,6.449250601420715,9.004014817763716,6.629749774389057,0.1098211047928285,0.791841065846041,1.5112967332776739,0.566682927656556,0.08024448935494045
1.0,6.705543072960649,8.456381661350322,6.669367064754906,0.07600921985554213,0.7788522292868479,1.4646337960214968,0.5909565843796724,0.0817194797974279
1.0,6.178987484154315,12.244638504211826,6.269046067899981,0.10580485518058506,0.8448734481965383,1.6094551764716927,0.5785598358085442,0.08714106346767791
