одиночек,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
60,10.781307867166415,9.379791690842314,7.127589606755761,0.06937731365782344,0.7457350521355808,1.6699640478939146,0.6945289831442268,0.06320570717897375
60,9.73559367280458,7.481913560706066,6.6330248027752905,0.05803641950801773,0.7652339499194054,1.6688837273757005,0.6905252429135696,0.06442471745119432
60,11.636293285902887,8.40278254598517,7.370995813291327,0.06593574846683306,0.7352905293399387,1.6067587120940616,0.7101276544997643,0.07007692682886318
60,9.45661517499548,7.940454390792347,6.628898985019771,0.04503120933006525,0.7375902165335322,1.5724396281128945,0.6878647038017649,0.04894106436625148
60,13.67229221146463,8.425051748623554,7.356591494304439,0.0602683874196517,0.8066245542627751,1.709552359114277,0.7241410987863074,0.0674943529439326
60,10.462721609405028,10.369184257038256,6.545453902934409,0.06162144485982226,0.8259508644505322,1.7545758320672475,0.7015040263901654,0.07421590957026845
60,9.43541509646444,8.73144358369913,6.71790681309362,0.07093183350078143,0.7641283093586911,1.6646075807875262,0.6819265795757812,0.06542088287885864
60,10.257050843676545,7.423957120003536,6.79689133965515,0.06546280714960072,0.7617269895444048,1.6324682542200506,0.67618057958621,0.06409681981825899
60,8.730550746336625,9.723248593571716,6.350121063069166,0.05915628014367049,0.768991290537966,1.5963351172577482,0.6795529781492176,0.054640320517822534
60,9.849885615717913,9.534150426098517,6.242759516018244,0.05954682348507249,0.7672302197001868,1.6114829870928418,0.6872262968784716,0.06357801882962306
80,12.178924571983536,6.022530973228074,9.290183803736538,0.07236191359261573,0.6733098515759067,1.4824316571772027,0.6912232768633533,0.07778457834754057
80,10.606028289322987,7.234613703185,8.918169223200547,0.03733177524656995,0.6588331897659884,1.2876127712042995,0.6884525733466124,0.04711926318039836
80,11.01847767023899,5.974546221871225,8.266722112554167,0.05674274861276954,0.6828518182990029,1.4787885719023477,0.6862041982601577,0.07446046749045195
80,10.385000752991536,6.850867455908493,8.704077629200508,0.06209870828972497,0.6421803389266799,1.3157457988945136,0.6894684025214346,0.057903727970506316
80,11.58818191863188,7.693212296847224,8.673931096434988,0.04796893605274762,0.7002778322681723,1.4105923286511928,0.69379442223483,0.05983507945629392
80,10.706759153643752,7.128368706512984,8.967651742856562,0.04490416281305821,0.6346578489930433,1.3688497119078056,0.6780043821198964,0.05395280270997313
80,13.033427020151207,6.291160049300032,9.321802892608897,0.06836773987645124,0.6435443556199333,1.4866337311029134,0.7061680049937193,0.07070658597691207
80,10.392438678280781,6.770867220520068,8.381775036095737,0.0485373323199703,0.6834751804849166,1.368265916016023,0.674843696999515,0.056757673266258996
80,11.466262268316894,6.389533334427172,9.102568074146243,0.05123968537067031,0.6698559717611848,1.3752744886104382,0.6801798315616171,0.06037989812235047
80,10.988208512512921,6.6364150093023415,9.193613781719765,0.05707086582188864,0.6224321370989566,1.3326527051600228,0.6851660721252429,0.04991078047173436
80,10.827542560960278,6.386607345152256,8.388301835186727,0.06652196712731909,0.6740506552212363,1.4438396634345507,0.6858922746758418,0.06470691828442432
80,12.430148826690699,7.826972303677252,9.059252249869939,0.06411026975419393,0.6768974050522838,1.4205468123230984,0.6849799450294779,0.059859368550530305
94,13.235495180385765,5.929619309424092,10.592449076667242,0.05040593934858367,0.6534001482694637,1.2858256067019047,0.6918587079284036,0.05880056988895025
94,10.563189777724581,6.375147877565583,9.934876166262637,0.040391708254243534,0.6633885761414324,1.298617661136819,0.66882743697557,0.05545227949083771
94,11.857526848024996,6.345627784839578,10.502956147438065,0.06515919472538766,0.6586322083011726,1.3358975746030757,0.6897050231276568,0.06654807329634438
94,12.081763051254095,6.110685295776976,9.316751241073982,0.05627083839792723,0.6704187271032686,1.3772047575009552,0.683119150292481,0.07388980085978045
94,11.866221352494497,4.97779638193913,10.588393297434118,0.04956861890619501,0.6387775522239174,1.3120194717485694,0.6812900496221334,0.056413129893523976
94,13.629767215364103,6.636875538085299,11.100893800595491,0.047481451987392086,0.6784675736220717,1.3510880721693883,0.6964505620549258,0.05612439061360815
94,11.2247376718209,5.8192159051041825,9.784518273283933,0.054838980212385,0.6585424440429266,1.3159262345863718,0.6766760693023842,0.05675090162455109
94,11.572197551168816,7.318728814747914,10.176934123133758,0.06271681549960494,0.6891457422216287,1.3434511815791035,0.6922403572775188,0.06846161731894282
94,13.992926689384978,5.849755769205989,11.426818091065355,0.060496210794447995,0.6616685846601645,1.42289490981091,0.7036468919451325,0.06421975963656286
94,13.699692669856356,6.895493757072488,11.724273196460809,0.05077359748589297,0.6530580741067301,1.2770673223939524,0.6879698877885123,0.052671084278611745
94,14.46867225830225,8.744135533993937,11.211013513512176,0.06010564634477998,0.6833196345454857,1.419947142417291,0.7027141662159846,0.0725066701539361
94,13.380086153673089,5.961733294180353,10.814299417425612,0.06404677099487627,0.6682008120527311,1.407332412060783,0.6908821205136557,0.0648934261506871
110,11.365051730963476,5.845759881517926,11.143347508272043,0.059570577676566046,0.6811305131086206,1.3388592191609523,0.6892014122080351,0.06630229402178098
110,11.238402822176235,6.03169110526158,10.429814719650858,0.055621285935269334,0.6835185407448724,1.2877797378717493,0.6802483801091398,0.05426203547123967
110,13.327246085195078,5.902903484846116,11.84636661683266,0.05606539194195532,0.6631797761825519,1.2999319126937678,0.6943727654204765,0.0634284458242426
110,11.869483477504438,7.125220226121749,9.709154554104424,0.07212483452970836,0.6794047077651822,1.409064692772454,0.6829261969424704,0.0737524913674268
110,13.94275804353867,6.636095118824476,13.007711890447059,0.0572889487749071,0.6907448471641056,1.291717934850055,0.6938770413222192,0.06228629666636556
110,12.365626319444218,7.041810158482447,12.123363914853512,0.054312293706230495,0.6725339852314112,1.3397523528624982,0.696009697652591,0.06512074622536294
110,12.210533891299855,5.96360095720743,11.745504188986072,0.05362393702824315,0.6633607794684795,1.334344869558621,0.6866363016974033,0.06452715580618207
110,13.22659967827171,5.784514967963879,12.37841672296177,0.05302202897246553,0.6659026131436016,1.2940179290968932,0.7033531798082149,0.06079812041064022
110,13.489636071874866,6.529728074694743,11.788088737350318,0.07105372023958478,0.6799193124615246,1.4141086148546806,0.6834741241904352,0.07111128097820935
110,13.672019512583951,6.359308286066181,11.526106149229111,0.044358275652006354,0.6889876770537798,1.324030192877708,0.6811213210233333,0.06306242398245997
110,12.297065192500169,6.222506463474006,11.619471416466691,0.068562660769585,0.6862764530319002,1.3960680977565147,0.6965192505473728,0.07142110627927592
110,15.544452502505884,6.183737414322868,12.600660770855367,0.05507193393957196,0.6849655494746021,1.2829176466415164,0.6947371699946236,0.06635656703056388
130,14.916989363621749,7.608637921141685,12.143619728679202,0.05813657738857212,0.7716623594761458,1.3417666483291415,0.6860290157363046,0.07432147094752832
130,12.797018669120163,7.421808311013349,13.019764974037585,0.05069501968258265,0.7161572887920455,1.2718667694604753,0.6860879051915901,0.06270753402431507
130,15.034874766404462,7.331781348739356,12.72647095754874,0.06444655237063736,0.7569463068512787,1.3891964288020673,0.6941770703752944,0.07266509257735976
130,14.82750482860821,8.430594445907877,14.36408786810363,0.06250114246312947,0.7664240641978122,1.3214148921590267,0.6954821663764792,0.06298659566118542
130,12.352119849124641,8.507127231647456,13.06707123472162,0.05303180959105563,0.7548721180792245,1.2878608110621277,0.6812466540829768,0.056883051402821516
130,12.95261760787537,7.941932702400052,12.924348054082742,0.06655828651018532,0.7303471469708707,1.3888641866449298,0.6765555922258776,0.07198068883985291
130,14.928165448137431,7.2417807637044485,13.047676998239098,0.055349514524123566,0.7551799565511287,1.3314765777496724,0.6982916015745008,0.06986820591803308
130,13.85752804955333,8.041411920737682,12.963040192272334,0.05379162470265513,0.7699733764228983,1.304309519759014,0.687833990986546,0.0674519079407521
130,16.344360374343506,8.02005546236825,13.766631076384979,0.06402333609187888,0.7369092010725107,1.353177130049591,0.701346605322656,0.07562069131070424
130,13.277550781085957,8.541762360366077,13.847342381652428,0.055057672383563204,0.7452987302712171,1.298075986951793,0.6886127887874606,0.06142053373500319
130,16.05323444520078,7.220424463296128,14.14112611961057,0.05099290184179645,0.7505196681369385,1.2950829397393104,0.6990789831084891,0.0645532986157601
130,14.29497177891527,6.6457647557017685,14.01998411057767,0.051511748587393255,0.7409345459900474,1.254145793861264,0.6930764303873639,0.0554906418337926
150,18.00216338920521,9.028736809027562,16.623873090666958,0.046238881435449776,0.817008912813841,1.2734879098201588,0.6986817708930937,0.061048698125212755
150,15.043210459303001,8.806067165007159,14.624852051508393,0.03810606464081283,0.788456399959899,1.2634200114988288,0.6973958738236422,0.0645261440176334
150,14.406503953854363,9.32128602303372,14.403175638854231,0.04694551851737615,0.8162601941601447,1.2464111350338836,0.6922979146948318,0.056418686234809
150,18.524955078963963,9.133614767217578,16.896364301257435,0.05504354470089479,0.832420111221615,1.3096001545911202,0.6947323189367274,0.05966172486191548
150,15.337829938498645,9.458368432789056,14.696628370371716,0.05324666513086781,0.8120998100162197,1.2884774891117097,0.7064095049663893,0.06312795103315944
150,15.328081061034547,10.35630910101671,14.006850687395268,0.05065132953968502,0.8269752379005909,1.2880624688832327,0.6963167992534064,0.06336511965509757
150,16.79450314690558,8.499603443741048,16.08595970724509,0.04065665001068707,0.7668563248289038,1.2176246668841502,0.6996072164893117,0.05625699097837332
150,18.28051470559235,8.980934843022956,14.52743719177696,0.05509997536967457,0.8069637888334251,1.320006307720141,0.7052917300141637,0.07219965007844421
150,15.321378120018203,8.698658922637202,15.333393038290954,0.04197199908689761,0.7976400890498524,1.2335354328565502,0.701420555018828,0.052721542838446996
150,15.341032852222112,9.897559409836228,15.85149758369992,0.0528475657157814,0.7828375554541765,1.2695631236453016,0.698827131638214,0.06505325711472908
150,14.823052470505868,9.55978105216694,13.90462531868923,0.04386649901079911,0.8077783726849642,1.2949003243164683,0.6898962958771337,0.0703616259689475
150,14.530473841254901,9.444592281875185,13.90574800229137,0.05400159478325892,0.7964370122246351,1.3078238232092252,0.6959770801416054,0.06925131179744945
