отодвинуто,крупный,мелкий,средний,длинные: CV,p10/p50,p99/p50,средний черешок,разброс черешков
0.0,12.183005412831562,5.935923486620068,10.617949931889928,0.04856339335814536,0.650816589778452,1.32314326301182,0.6941760734875779,0.05850221200520005
0.0,13.496094608393575,6.638044347189559,11.246832806320018,0.05692037095304834,0.6300963361936233,1.2940184349064208,0.692779559407944,0.057678500051636036
0.0,13.126845362373208,6.244230558619677,11.439273076598653,0.05463537838075842,0.6289886494256725,1.3407357498484942,0.6883012006739888,0.06324165814399721
0.0,10.759040376539877,6.738316366852212,9.67657663328957,0.06829989973122998,0.6778041990727853,1.3905890842983093,0.6735484778275301,0.06456037035443192
0.0,12.021343403190107,6.311757571084159,9.857076139768903,0.060294785336076955,0.6478902053472839,1.3755903995499246,0.674331499270662,0.0594880433350807
0.0,13.272969037691594,7.568875345651331,10.716454966291616,0.07598612455337497,0.6474688423798808,1.3677223625068446,0.6869392067106967,0.06964818142089554
0.0,11.310774607935164,5.566541711043837,9.272105725273398,0.05104066770286918,0.6672245444356845,1.3655335288958168,0.6770145628536531,0.06266721496153946
0.0,13.173060254108938,6.752232135277337,10.837238413226014,0.042865643897395965,0.6852065678049774,1.29747645541931,0.6812288007958973,0.054913800386678494
0.0,12.157774875843852,6.361854399440716,9.810126033196195,0.05495634916490185,0.6633432654789928,1.3644857072640855,0.6778561332840587,0.065258919624219
0.05,13.355576886005075,6.491023013024694,10.391058400313891,0.05579543587376359,0.652542167028857,1.3550835141655515,0.7047096263301557,0.06685732398203707
0.05,14.651262415485649,6.079973382295762,11.628153900842477,0.06979215793039986,0.6307864561733191,1.3334792413541177,0.7060378305968736,0.07151653992135314
0.05,12.362303333017136,5.556397654137576,9.775687007371834,0.0524859799381043,0.6541185764711904,1.3505235294687652,0.6866572791356097,0.058750846781540675
0.05,11.839800521470371,6.1142241113680145,10.188782404254628,0.061103051389142314,0.6424169092128057,1.3895018498692098,0.6820266367282968,0.056066725945851194
0.05,12.642793758822704,6.226301470892488,11.354979074654576,0.052850791477560534,0.6402356466615919,1.3425386305246216,0.6905577055922432,0.059643493432896225
0.05,14.212295569037497,5.640020126018952,11.1131481745867,0.05323535288626503,0.6262219795521642,1.3287428378265385,0.70417460195231,0.06046821405124464
0.05,14.440585541954906,5.175869759049395,12.838912249298446,0.045320970318740134,0.6118168046059164,1.2808326261717624,0.7040140212875114,0.053873080893103574
0.05,13.111222720097313,7.235080936643221,11.06947270599552,0.05597266059112881,0.6245107934910762,1.359457353520327,0.696053674444639,0.059901668990553124
0.05,14.903036631430666,5.773405985201943,12.315645221917539,0.044499155242569595,0.6158948981954121,1.2706612293265085,0.6979771581087587,0.05851152105779476
0.05,12.535639974436783,6.859510362173929,10.46954431194083,0.048471246636574664,0.6252968989914476,1.3436106263735406,0.6940326450341412,0.05572261185999764
0.05,11.30255706373208,5.997369624571528,9.337159282899497,0.05914758812082619,0.6932257874520968,1.3659242947246364,0.6777598815552579,0.06660433969655846
0.05,12.314135967721416,6.363471028533072,10.278001901210832,0.06474481198386817,0.6450963992344487,1.3894806113460352,0.6920026085008837,0.06684330669327301
0.1,14.01312743800132,6.389554934286204,11.496129880558957,0.04726927069963298,0.6408851938447075,1.3287197650656994,0.6969517591177816,0.061305331076376215
0.1,15.876117630129455,5.6697630548515106,11.494498411413103,0.06489346308642392,0.6427971644474381,1.4089465190702848,0.7123862548811422,0.07160314430415497
0.1,12.60291610712887,6.814026721640377,10.369291796742234,0.05794729101382699,0.6359861568272038,1.3067605666938102,0.6998214701930535,0.0629987613419858
0.1,12.991149140057267,6.453563903383111,9.870174925618585,0.07019720432981798,0.6294683665818904,1.3821350551313272,0.7009815385299925,0.07802246542314167
0.1,13.327455908104946,5.728909727691923,10.999206799505101,0.05552244644500153,0.6159358789396389,1.2903635616583138,0.7022557555306592,0.0576126003328894
0.1,14.573837743284328,4.937876839104694,9.938365994137474,0.06501177320822189,0.6437765906171691,1.427540028407482,0.7278020510645429,0.07480458536724442
0.1,15.573910338823529,5.749641166806841,11.210702187733975,0.06293330334297718,0.6448655296778973,1.3975779519683633,0.709694110117391,0.07309757730659236
0.1,13.481629443467199,5.570947037198324,10.610684153956504,0.07406388383879181,0.6096518504117323,1.4100775164597543,0.703919889685737,0.07567440955141834
0.1,13.96117511377187,5.479421783204186,10.967040332946665,0.06497775056272476,0.6185174780382627,1.392018430553363,0.7104476890375829,0.06664841583700136
0.1,13.007495658408414,6.1280327472501614,10.705828105730024,0.0424184874245716,0.621709395488332,1.2870311689872205,0.6960511654114688,0.058537791745782455
0.1,15.913709673591415,5.952132577806386,13.104948004553524,0.05154748253716104,0.6014177496378278,1.3449868167579861,0.7162857790378097,0.06171331523523087
0.1,13.820973009502131,5.171063021958257,10.908083057629174,0.0630861562128104,0.6145677071835276,1.3588440745698291,0.7031563214275948,0.07115539817156458
0.15,15.352957888807964,5.75903435221244,11.464523431513111,0.07112955176842051,0.6116305709762813,1.3927408474071539,0.723286611859236,0.07313053109022102
0.15,13.952141043972002,6.596072210891806,10.592108914660951,0.07028380100862716,0.6474970253971896,1.3620224342774279,0.7227344646698117,0.0694818539143496
0.15,14.586309275957555,5.293956784247605,10.340595708696101,0.058211615366012916,0.5919518268423652,1.335645556282543,0.7151790495228583,0.06587178930821481
0.15,14.577751833767561,5.422923522764687,10.900079436067331,0.06033443596879378,0.6215537882435653,1.3983878484631918,0.7080971783047645,0.07167965839422419
0.15,15.848296327546766,6.039526253977644,11.828938114675008,0.051861370951424506,0.6218646823790654,1.348548953312398,0.7247543072545887,0.06655597835348857
0.15,15.467448844199462,6.209866304331187,11.956700356561518,0.05390250164476179,0.5990169186271852,1.3250768141905789,0.7127244096018663,0.06712039967445688
0.15,17.077064044327628,6.876182219624947,11.890402143775734,0.05212648444329734,0.6304060258195012,1.3311249354868244,0.7219097742660573,0.06580790591745402
0.15,17.758218605097724,6.345039468909141,11.379636058028014,0.08101654714984517,0.6260492573260936,1.4097240162107358,0.7198252970806598,0.07844431188172146
0.15,14.768283881609072,6.2953268836764185,11.230395164809524,0.04186782919751197,0.605331964738886,1.305598325683451,0.7115768173068003,0.06764054142655758
0.15,12.978529702382925,5.026237132634677,10.775413212020155,0.040360659355073915,0.5979932104046198,1.2967620281408567,0.699311247958147,0.053801198335730896
0.15,15.20825572097706,5.215774275786974,11.292518474308817,0.055510985566829325,0.6202177281836264,1.3539220092596285,0.7167316936438256,0.06968618049196477
0.15,15.318531833825224,5.634306586284417,12.443559329549391,0.056588169951158805,0.6025662047997944,1.3250463628045717,0.7169068852724005,0.06310339947388825
0.25,20.033887744537825,6.241062496687271,12.80984545695571,0.05835396702114557,0.609067657852654,1.4141595008327017,0.7436836269278662,0.07649565977241925
0.25,20.144667448958035,4.9424871430052635,14.066602526821503,0.0555820865508053,0.5671369501631676,1.357347188691526,0.7443681429148975,0.06828732572109694
0.25,19.224392579364405,5.592874921078113,13.262210010753597,0.05699198770483538,0.5914114482791998,1.3862989238632124,0.7416987133343478,0.06887536359094215
0.25,15.927609508857975,5.548093906013719,11.585373035057604,0.06717153495194036,0.5830919162487863,1.372962751768734,0.7281259081791145,0.07591253856130378
0.25,17.05742395108668,5.8068313985934585,12.930621788243982,0.05674445157578126,0.5820279888196749,1.367544336580118,0.7263368392872451,0.07334362584572232
0.25,20.511494946538356,4.943112314169345,13.232986851347698,0.06726972539072751,0.5969743099987197,1.4305871483802677,0.7411298928576494,0.07324440226509034
0.25,16.835622911655552,4.708937861319116,13.128599683380234,0.052450360321038295,0.5674041592373881,1.3718531535246572,0.7350317706215886,0.06031394920855166
0.25,20.881550912511337,6.053922452306219,12.942864911904621,0.07011118759750216,0.5734358691272211,1.4569517452632659,0.7513475481435901,0.08084016500621648
0.25,17.205788801402072,5.564150266068331,11.950233775339758,0.06410222729540918,0.5828305044926853,1.444739360557079,0.7384277450533268,0.0692088695637667
0.25,18.212409055795916,5.5334884023480075,12.095625924613008,0.06958523512131863,0.5928311593298521,1.42930928837748,0.7399959783636889,0.07730745764391249
0.25,17.05969894282594,5.312069056803394,11.741932928571185,0.09530118889047741,0.6154576118876051,1.5195954309501911,0.7356309635014635,0.09117137369196797
0.25,18.418576846296574,5.340913417272966,12.029465553044384,0.04467268406106953,0.5773409517191012,1.3336374280542858,0.7329097507910568,0.06356349931193493
